topic,idx,q,a,context,datatype,attitude,group
Ethnic culture,22870,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"Suspected foreign teachers - at the current stage, a large proportion of foreign teachers in China are suspected of fugitive criminals.",0,0,0,Negro
Ethnic culture,20996,Are White women beautiful and why?,"White beauty is beautiful, White ugly is ugly.",0,1,2,Complexion/White
Ethnic culture,23465,Is China serious about racism today?,Corresponding to the extreme poverty of the Negro chaos is that these Negro communities have brought about serious social problems.,0,1,3,Negro
Ethnic culture,21445,Why is it generally unacceptable for Chinese girls to be with African boys?,"It's very simple, national consciousness. If a nation intermarries with foreign races for a long time, then the blood of this nation will gradually become impure, and it will eventually disappear.",1,2,2,Negro
Ethnic culture,18906,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,I thought about the class nature of ideology.,1,0,0,racism
Ethnic culture,18145,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?",I have a relative. She married a Japanese.,0,0,0,Japanese
minority,5805,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"When Southern Mongolia and Northern Mongolia compete on the Internet, such remarks will appear. Of course, in the eyes of Pan-Mongolia, it is the same, and Russians who speak Russian will be regarded as Mongolians.",1,1,2,Mongols
Ethnic culture,21800,Why would United States Negro risk his life rather than listen to the police?,"Thank you for the invitation, I don’t really want to answer this question, because the question is problematic, but we can appreciate the questioner.",0,0,0,Negro
Ethnic culture,21780,Why would United States Negro risk his life rather than listen to the police?,The two families are creating momentum for the sake of the election. We foreign people who eat melons should not analyze the race while expecting the country to collapse due to this.,1,2,2,Negro
Ethnic culture,23883,Why did White-dominated Western civilization allow Negro such a high status?,Because the essence of racial issues is the result of class contradictions shifting contradictions.,0,2,2,Negro
Ethnic culture,21130,Why do so many people in China hate Koreans?,"Let me just say a few words, those who say on the Internet that Koreans didn’t steal are all deceitful people. I have indeed encountered that kind of Korean people who come to touch porcelain every day on Zhihu many times.",0,1,3,Korean
minority,5383,Have you ever been discriminated by?,"It's not Discrimination, hahaha, maybe it's a bit off topic.",1,2,2,Zhuang people
Ethnic culture,15984,What do you think of the California Asian Subdivision Act?,"The No. 1 public junior high school in the United States wanted to change its name to Yamamoto, but was opposed by Chinese Americans.",1,0,0,Asian discrimination
Ethnic culture,19761,Do you think Asian is at the bottom of racism in the United States?,"The bill has to be paid. If the value of national sentiment in China is 100, then the national sentiment of other countries is generally above 500.",1,1,3,racism
Ethnic culture,24452,Why didn't United States Negro go back to Africa and build a nation?,"See Liberia, a country founded by United StatesNegro in Africa before the Civil War and today one of the least developed countries in the world.",1,1,3,Negro
Ethnic culture,18410,Can Japanese understand Chinese roughly?,"When I saw Chinese poetry being spoken upstairs, I thought of my predecessors.",0,0,0,Japanese
Ethnic culture,23552,Is China serious about racism today?,"serious. For nationalists, ""fucking (should be) our women"" is extremely unacceptable.",1,2,3,Negro
Ethnic culture,19025,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,Aesthetics are very affected by environmental factors.,1,2,2,racism
Ethnic culture,17291,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?",It's really hard to admit that others are good.,1,0,0,Indian
Ethnic culture,17868,What do Japanese think of Chinese?,"The previous answer to how the modern Japanese view China is well written, so I won’t go into details here. Let’s look at how the ancient Japanese viewed China from another angle.",0,0,0,Japanese
Ethnic culture,15005,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","The average educational background and annual family income of Asians are only lower than those of Jewish people, crushing native White, and Africans can’t even see Asian’s taillights.",0,1,2,Asian discrimination
Ethnic culture,19321,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"At that time, Yao Ming represented the country and was not ashamed to lose to the strongest China. He would be unconvinced if he lost to the United States Chinese.",0,2,2,racism
Ethnic culture,16229,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Don't be sad, don't be angry, after all we are ashamed of you too.",0,1,3,Asian discrimination
Ethnic culture,21971,Why would United States Negro risk his life rather than listen to the police?,"The subject and all the old and young masters try it out to see how you can take out the ID card in your trouser pocket when you can't move your hands above your head, and you must ensure a speed that is both fast and slow.",0,0,0,Negro
minority,5493,What are the taboos of communicating with Zhuang people?,Drink the toast if you can.,0,2,3,Zhuang people
Ethnic culture,17235,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Does it have anything to do with the Great Wall? Everyone's self-awareness is different from those outside the wall, and the cultural foundation gap is too great.",1,0,0,Indian
Ethnic culture,22628,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","If this matter is placed in China, the upper limit is at most a talk about traffic.",1,1,3,Negro
Ethnic culture,20751,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,The Chinese should be accused of adoring foreigners.,1,2,3,Complexion
Ethnic culture,21557,Why is it generally unacceptable for Chinese girls to be with African boys?,"In the beautiful country, Negro's social status is higher than that of the yellow race.",0,2,3,Negro
Ethnic culture,14937,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,"Well-educated Negro must have a much bigger advantage than Chinese, even bigger than White.",1,2,1,Asian discrimination
Ethnic culture,20345,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"Most human preferences are related to female fertility and health. There are some similar content in evolutionary psychology. For example, most men like women with blond hair and blue pupils.",1,2,2,Complexion
minority,5553,What are the unique customs of minority that have become popular throughout the country?,this:----. this:----.,0,0,0,minority
Ethnic culture,19888,Is China serious about racism today?,Whether it is Discrimination or not depends on how the superior party sees the inferior party. The Aryan seat in the German Three Reichs Park is dedicated to Aryans. Aryans consider themselves noble.,0,0,0,racism
Ethnic culture,18061,What do Japanese think of Chinese?,"I have done business with Japanese for more than 10 years. Generally speaking, Japanese basically look down on Chinese people, no matter how polite and humble they are in front of you.",0,1,3,Japanese
Ethnic culture,15002,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","I was studying before, and there are many Negro near the school. I met a Chinese boy (graduate student, not rich)...",0,0,0,Asian discrimination
minority,5345,Have you ever been discriminated by?,"After looking around, there are no Guangxi people, so let me talk about the situation I encountered.",0,0,0,Zhuang people
Ethnic culture,19643,Do you think Asian is at the bottom of racism in the United States?,"Those who are self-deprecating and self-deprecating, who dare not resist, are the bottom no matter where they go.",1,2,3,racism
Ethnic culture,19015,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,The ugly ghost in White is so ugly that you doubt the world.,1,2,3,Complexion/racism
Ethnic culture,22196,Why does Negro's appearance not fit the aesthetic of most Chinese?,I keep thinking about that year.,0,0,0,Negro
Ethnic culture,24180,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?",Because Native American. few people.,1,2,2,Negro / Indian
Ethnic culture,23273,How to evaluate the suspension of a professor at the University of California for not giving good grades to Negro students?,We must unite all who can be united.,1,0,0,Negro
Ethnic culture,18121,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","They know it, and they don’t care, because ghosts are legendary animals that symbolize bravery in Japan. For example, Yoshihiro Shimadzu was called ""Ghost Stone Manzi"" by the Ming Dynasty, and nine out of ten are Japanese self-promotion.",0,1,3,Japanese
Ethnic culture,23987,Why did White-dominated Western civilization allow Negro such a high status?,Does Negro have a high status in China in the West?,0,1,2,Negro
Ethnic culture,17503,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"You go to the Japanese countryside to have a look, free time.",0,0,0,Japanese
Ethnic culture,22361,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?",The political correctness of the United States has become an overkill.,1,1,3,Negro
Ethnic culture,15600,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"Not sure, but I Discrimination them.",1,0,0,Asian discrimination
Ethnic culture,15628,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"In fact, China is the worst. The upgraded version of reverse nationalism is reverse racism.",1,2,2,Asian discrimination
Ethnic culture,17099,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","I saw a comment from a particular student on Zhihu, to the effect that: ""Some people don't study technology well, and only follow those heresy ways.",1,2,3,Indian
Ethnic culture,14646,Why don't some Canonians consider themselves Southeast Asian?,"High X mentality: I am obviously a member of Group X, and I have been Discriminated/oppressed/ignored by Group A for a long time, but I am keen to deny my X identity in various ways in front of Group X.",1,2,2,Southeast Asian
Ethnic culture,17172,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","Huang Renxun and Su Zifeng can be considered Chinese even if they are not Chinese. It is not only the top level, it is already the top level, and it is the hardware field that I admire the most.",0,0,0,Indian
minority,5356,Have you ever been discriminated by?,"Just one thing. After the July 5 incident broke out in 2009, I went to Beijing.",0,0,0,Zhuang people
Ethnic culture,19899,Is China serious about racism today?,"Seriously. Just talking about my personal words, I Discrimination Negro, I Discrimination Western Region thieves, Discrimination Taiwanese, and even Discrimination their children.",1,2,3,racism
Ethnic culture,15695,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"The United States is an immigrant country, and it has reasons for racial conflicts. At least most people have the awareness that Discrimination behavior will bring consequences.",1,1,2,Asian discrimination
minority,5282,Have you ever been discriminated by?,"Born in Luoyang, grew up in Luoyang, because he has never stolen a manhole cover, so he cannot be said to be from Henan.",0,1,3,Zhuang people
Ethnic culture,14909,Is Asian suffering more Discrimination in United States than Negro? Why has Asian been able to develop and has a higher average income than other ethnic groups?,Asian has perfectly replicated the Chinese model in the United States.,0,0,0,Asian discrimination
minority,5800,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"The Golden Family has long been extinct, and the Mongolian ethnic group has long since split. Chahar Mongolia is a soldier of the Great Khan, and most of them are not Mongolian in blood.",0,0,0,Mongols
Ethnic culture,18930,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"Ah, I remember reading a research before and found that: Any race obviously thinks that White is better-looking.",0,2,3,Complexion/racism
Ethnic culture,15469,Should Asians support the BLM protests?,"Support a p, Negro will remember you a little bit?",1,1,3,Negro/Asian discrimination
Ethnic culture,20658,Why does whitening become the standard for beauty?,"I think aesthetics is also educated, and now the standard of beauty has changed a lot.",0,0,0,Complexion
Ethnic culture,20456,Why do Chinese people take white as beauty?,Because beauty is related to social class and health status.,1,2,2,Complexion
Ethnic culture,22810,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","How to treat? When they Negro beat Asians, they were not soft at all.",1,1,3,Negro
Ethnic culture,22788,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?",This question is exactly the same as the Freud case.,1,2,2,Negro
Ethnic culture,22255,Why does Negro's appearance not fit the aesthetic of most Chinese?,"In Kang Youwei's ""Book of Great Harmony"", he recorded his feelings when he first met Negro, ""However, the god of Negro is not fishy.",0,2,3,Negro
Ethnic culture,16941,What happens if the BLM movement continues?,"If the trouble continues, I can keep eating melons.",1,2,2,Asian discrimination
Ethnic culture,19303,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"In fact, this is quite normal. Even today, when we see Negro on the main road, we will subconsciously say: sunspot!",0,1,3,racism
Ethnic culture,15826,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"The saying ""If you are not of my race, your heart must be different"" is common in any region. I think those Chinese in foreign countries are just not being bullied or discriminated yet.",1,2,3,Asian discrimination
Ethnic culture,20788,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"Regardless of his political correctness, the Chinese have never persecuted Negro and White.",1,2,3,Complexion
Ethnic culture,15616,What are the characteristics of DiscriminationAsian or Chinese whether Europe or United States are serious?,"First of all, Gao Zan, @啦啦啧, the answer does describe the current dilemma of Chinese, but I object to your approach.",0,0,0,Asian discrimination
Ethnic culture,22716,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?",Look at this one. (Screenshot 1).,0,0,0,Negro
Ethnic culture,19611,Do you think Asian is at the bottom of racism in the United States?,Isn't it the bottom of racism in Vietnam?,0,1,3,racism
minority,5494,Zhuang people是不是长得都很强壮？,"It's just a name, you can't extend it.",1,2,2,Zhuang people
Ethnic culture,21712,Why would United States Negro risk his life rather than listen to the police?,Are you DiscriminationUnited StatesNegro?,0,0,0,Negro
Ethnic culture,15397,Should Asians support the BLM protests?,"What are BLMs? ——Black, Lives, Matter, Negro's life is also life.",1,0,0,Asian discrimination
Ethnic culture,20754,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"Knowing it, but not knowing why.",1,0,0,Complexion
Ethnic culture,20402,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"No, white is most likely to be considered beautiful in ancient times. Some dynasties may like fat ones, but I am afraid that few like black and yellow ones.",0,1,2,Complexion
Ethnic culture,16348,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?","Yellow skin is closer to white than black skin, the amount of bleach is less, it is less irritating to the skin, and it costs less, so it is easier to kneel down than black skin.",0,0,0,Asian discrimination
Ethnic culture,24088,"Does the United States only have ""black lives that matter"", but not ""Indian lives matter""? Why?","White enslaves Negro to the extreme, and black slaves are like animals.",0,1,3,Negro
Ethnic culture,23502,Is China serious about racism today?,"Racism, what is racism?",0,0,0,Negro
minority,6015,"As a Mongolian, what is it like not to speak Mongolian?","It's me, a Mongolian family in the northeast of Inner Mongolia, and my grandparents have daily conversations in Mongolian, but only between the two of them.",1,0,0,Mongols
minority,5346,Have you ever been discriminated by?,"Hainanese. ""Everyone of you Hainanese can butcher, Sanya is simply a pig slaughterhouse."" Wait, isn't Sanya from Heilongjiang Province?",1,1,3,Zhuang people
Ethnic culture,16841,What happens if the BLM movement continues?,"It's okay, life goes on as usual.",1,2,2,Asian discrimination
Ethnic culture,21352,Why do so many people in China hate Koreans?,"Apart from Pakistan, are there other countries around China that most Chinese people like?",1,1,3,Korean
Ethnic culture,18367,Can Japanese understand Chinese roughly?,Don't agree with me (up to a thank you).,0,0,0,Japanese
Ethnic culture,22905,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"So, those of us who are really salty eat carrots and don’t worry about it. Not long ago Negro was killed by the White police in the United States, and everyone felt sympathy for Negro’s experience in the United States.",0,2,3,Negro
Ethnic culture,18384,Can Japanese understand Chinese roughly?,"I don't know if there is a deviation between my understanding of ""generally understand"" and the respondents, my answer is: no.",0,0,0,Japanese
Ethnic culture,19425,Why did Jeremy Lin get raced in the NBA while Yao Ming didn't?,"In fact, Jeremy Lin didn't suffer from racism, but he didn't play well enough.",0,2,2,racism
Ethnic culture,20009,Is China serious about racism today?,Is Negro a lot? What percentage of the total population?,1,0,0,racism
Ethnic culture,19517,Do you think Asian is at the bottom of racism in the United States?,"First of all, there is no value in discussing subjective Discrimination, just like I often say that straight male cancers may still Discrimination Bush Jr. Obama Bill Gates has no son.",1,0,0,racism
Ethnic culture,18108,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","I still remember when I was in high school, I saw a group of cartoons, drawn by Japanese, in which there were beautiful two-dimensional girls.",0,0,0,Japanese
Ethnic culture,16080,What do you think of the California Asian Subdivision Act?,"Isn't this fair? If I were a member of the United States, I would have to mention one more thing: 100% of the champions of various Go games in the world are Asian (may be wrong).",0,0,0,Asian discrimination
Ethnic culture,23498,Is China serious about racism today?,"It's not that we have racism, but those who were discriminated by us did something respectable?",0,2,3,Negro
Ethnic culture,15014,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","Regarding the police's violent law enforcement, it is definitely inappropriate to let the police bear all the blame.",1,1,2,Asian discrimination
Ethnic culture,18159,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","One of the company's suppliers is from Japan. For a period of time, because of quality problems, they were often called over to deal with the problem, sometimes in the middle of the discussion.",0,0,0,Japanese
Ethnic culture,23446,Are the people of Japan/Korea discriminated or biased?,I'm quite curious why there are a bunch of mainland netizens who agree with the social ethos of single-ethnic countries like Japan and South Korea?,1,2,2,Negro
Ethnic culture,21956,Why would United States Negro risk his life rather than listen to the police?,What I think is more interesting is why the police who shot in similar incidents are all White.,1,0,0,Negro
Ethnic culture,16317,"What do you think of Yang Anze taking his wife and children out to shop and being discriminated by AmericanDiscrimination, posting that ""ashamed of being Asian""?",I'm not interested in Yang as a person.,0,0,0,Asian discrimination
Ethnic culture,15727,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,You asked: What do you think of some foreigners of Chinese origin who strongly deny that they are Chinese?,0,0,0,Asian discrimination
Ethnic culture,20960,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"The next time you encounter this kind of problem, you should also raise it to the level of racism, and use the following words flexibly: This is our tradition, with a history of three or four thousand years.",1,2,2,Complexion
Ethnic culture,20457,"Why is the current mainstream aesthetic white and thin, not black and fat?","Because for the Chinese, white and thin means that they are the most capable of giving birth to and raising healthy offspring in evolution, and have the greatest probability of continuing their genes.",0,1,2,Complexion
Ethnic culture,19467,Why is the concept of racism so deeply rooted in America?,White/Asian looks at Negro>high crime rate and low education (reality).,0,1,3,racism
Ethnic culture,15068,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","In this epidemic, why do people get scared when they see Wuhan's license plate and ID card, even though they haven't lived in Wuhan for more than ten years.",1,0,0,Asian discrimination
Ethnic culture,15081,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","Asians, especially Chinese Asians, are stereotyped abroad.",0,1,3,Asian discrimination
Ethnic culture,20987,Are White women beautiful and why?,White is the most feminine and feminine race.,0,2,2,Complexion
minority,5486,What are the taboos of communicating with Zhuang people?,People who endure godfathers cannot eat dog meat.,0,0,0,Zhuang people
Ethnic culture,24364,"What is the situation of ""black life matter"" in United States?","Because of this sentence, in recent years, I have not caught a cold with Hollywood movies, Star Wars, and finally I got an authentic black ball holding a laser sword.",1,1,3,Negro
Ethnic culture,23693,Is China serious about racism today?,"Race is not clear, ethnic religion Discrimination is very serious.",0,1,3,Negro
minority,6130,Mongols真的性格gùdòng吗？,"It can only be said that it is a character that is more common to Mongolians, because everyone lives in such a few places, and it cannot be said that every Mongolian is stubborn.",0,1,2,Mongols
Ethnic culture,16930,What happens if the BLM movement continues?,"The result is likely to be White's verbal concession, but the essence will not change much.",1,1,2,BLM/Negro
Ethnic culture,20934,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,"Pull it down! When the Chinese began to regard white as beauty, they didn't know that there was Negro White in the world!",0,2,2,Complexion
Ethnic culture,21504,Why is it generally unacceptable for Chinese girls to be with African boys?,"I am male, from Inner Mongolia. He is currently in Russia and has not returned to China.",0,0,0,Negro
Ethnic culture,22059,Why does Negro's appearance not fit the aesthetic of most Chinese?,"There are some praises recently, let me correct it, some people say that Tang Dynasty does not regard fat as beauty, and these enthusiastic netizens do not say what Tang Dynasty regards as beauty.",0,0,0,Negro
Ethnic culture,18941,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,"I always think Denzel Washington, and Will Smith are the most handsome male movie stars, am I racist?",1,0,0,racism
minority,5699,Why are there more Mongols in China than the total population of Mongolia?,"In theory, even people with only 1/1024 Mongolian blood can be counted as Mongolians. Do you understand the source?",0,1,2,Mongols
Ethnic culture,23779,Why did White-dominated Western civilization allow Negro such a high status?,Why do we say that United StatesNegro suffers from Discrimination?,0,2,2,Negro
Ethnic culture,14834,Why don't some Canonians consider themselves Southeast Asian?,"Vietnamese people may be more East Asian than Guangxi and Guangdong, because most Vietnamese people have Complexion shallow eyes, which are obviously more like Korean people in modern times.",0,1,2,Southeast Asian
Ethnic culture,17518,Why is it said that Japanese society is very depressing? Is it true that there are many perverts? Is Japanese easy to get along with? Are Japanese all xenophobic?,"About depression: There are many inherent rules, and they must be followed. Can you not be depressed?",1,2,2,Japanese
Ethnic culture,24047,United States、英国的Negro是否会Discrimination非洲Negro？,"The dicks who play DOTA can discriminate the dicks who play LOL, which has fully demonstrated that discrimination is everywhere in this world, just be tolerant to yourself, and don't worry about others.",0,2,3,Negro
Ethnic culture,18964,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,Why do some people think Negro looks better than White?,1,1,3,Complexion/racism
Ethnic culture,24243,"What is the situation of ""black life matter"" in United States?",Hei Minggui is actually just a kind of moral kidnapping that takes the identity of the weak to the extreme.,0,1,2,Negro
Ethnic culture,17196,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?",Do you know why the emperor likes to use eunuchs?,0,0,0,Indian
Ethnic culture,19890,Is China serious about racism today?,"Originally, I thought there was no racism in China, only regional discrimination.",0,1,3,racism
Ethnic culture,20040,Is China serious about racism today?,"Others don't know, but I am a little bit to foreigners.",1,2,3,racism
Ethnic culture,24451,Why didn't United States Negro go back to Africa and build a nation?,"Liberia, Haiti, South Africa, Zimbabwe.",1,0,0,Negro
Ethnic culture,14816,Why don't some Canonians consider themselves Southeast Asian?,"Subconscious identity, assuming that if there is no historical entanglement with China, it will be a proper Southeast Asia.",1,1,3,Southeast Asian
Ethnic culture,17877,What do Japanese think of Chinese?,"Catch a fine sun alive, live: ——————————————————————————————————————————",0,1,3,Japanese
Ethnic culture,22224,Why does Negro's appearance not fit the aesthetic of most Chinese?,"I feel that it should come from why most Negros do not conform to the aesthetics of Chinese people. Some Negros are really ugly, and some are beautiful. Of course, they are considered different among Negros.",0,1,3,Negro
Ethnic culture,24455,Why didn't United States Negro go back to Africa and build a nation?,United StatesNegro has established countries in Africa.,0,0,0,Negro
Ethnic culture,18391,Can Japanese understand Chinese roughly?,"Just like the Chinese can't understand pseudo-Chinese, the many gaps in Chinese characters make it impossible for them to truly understand Chinese.",1,1,2,Japanese
Ethnic culture,20186,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"sing a different tune. The Chinese people think that foreigners are beautiful only in the last ten years or so, which is the impression that people born in the 90s and 95s will be affected.",1,0,0,Complexion
Ethnic culture,18901,Why do some people think White is better looking than Negro? Is this formation of Aesthetics related to latent racism?,The high-voted answer said that most cultures on the planet regard whiteness as beauty for women.,0,2,2,racism
Ethnic culture,21432,Why is it generally unacceptable for Chinese girls to be with African boys?,"I don't know, I just know that I hate Negro (you ask me why I hate Negro?",1,1,3,Negro
Ethnic culture,19555,Do you think Asian is at the bottom of racism in the United States?,"The biggest misunderstanding in the Five Eyes Alliance is that the United States, Canada, Australia, and New Zealand are ""indigenous countries"" similar to France, Germany, Japan, and China.",0,0,0,racism
Ethnic culture,14965,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?",Because you don't watch the news. They began to desperately use the so-called inferiority of Negro to clear the ground for the United States White police.,1,1,3,Asian discrimination
Ethnic culture,18128,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","The company I worked for used to have a joint venture with Japan. Once, in terms of technology, Chinese technicians had a heated discussion with Japanese technicians.",0,0,0,Japanese
Ethnic culture,16744,What happens if the BLM movement continues?,It's not going to be a big deal if Negro keeps making trouble.,0,1,2,Negro/Asian discrimination
Ethnic culture,18329,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","When I was studying in Japan, there was a very funny Japanese old lady who was one of our Japanese teachers. We called her ""big madman"". This old lady drove very hard.",0,1,2,Japanese
Ethnic culture,23266,How to evaluate the suspension of a professor at the University of California for not giving good grades to Negro students?,This professor is still too straightforward.,0,0,0,Negro
Ethnic culture,18554,"Japanese teachers scold China in almost every class, what should I do as a Chinese student?","You want to refute him, but you don’t. Are you afraid of offending the teacher and failing the class, or do you think that although what the teacher said is exaggerated, it is not completely wrong?",0,0,0,Japanese
minority,5754,Why do some people say that Inner Mongolians are an orthodox golden family and Outer Mongolians are slaves?,"No one can say Discriminationminority, as soon as this kind of speech comes out, it is Discriminationminority.",0,0,0,Mongols
Ethnic culture,17230,"Why is it that Indian is thriving in Silicon Valley, but Chinese is difficult to blend into the top?","In American eyes, one is a dog slave and the other is an enemy.",1,1,3,Indian
Ethnic culture,23944,Why did White-dominated Western civilization allow Negro such a high status?,"Don't understand what happened to United States? Let me give you an analogy, -------------------- ""There is a toilet over there, you are really in a hurry, it is in the corner of the green belt.",0,0,0,Negro
minority,5538,There are students from the Zhuang nationality in the university. Is there anything I need to pay attention to?,"There is nothing to pay attention to, the Zhuang people have been sinicized very seriously.",0,1,2,Zhuang people
Ethnic culture,21069,Are White women beautiful and why?,"If you look at a flower from a distance, you will see large pores up close.",1,1,3,Complexion
Ethnic culture,20148,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"Nonsense, the ancients really liked fair skin.",1,2,3,Complexion
Ethnic culture,22395,"What do you think of the suspension of the United States professor for saying Chinese ""inside"" and allegedly offending Negro?",I personally think that the use of voiced letters in Chinese Pinyin to represent unvoiced sounds cannot be shirked.,0,0,0,Negro
minority,5341,Have you ever been discriminated by?,"I am from Changzhou, and I have never had regional discrimination.",1,2,2,Zhuang people
Ethnic culture,15770,What do you think of some foreigners of Chinese descent who think they are just Asians and not ethnic Chinese?,"People from Shu claim to be Chinese, do they think that Li Jingquan and Wu Zhipu are not enough?",0,0,0,Asian discrimination
Ethnic culture,18138,"Does Japanese know that he is called ""Japanese Devil"", ""Oniko"", ""Little Japan""?","It's hard to say whether it's a ghost or not, but the little one must know it well.",0,0,0,Japanese
Ethnic culture,19807,How can racism in the United States be gracefully returned to the Chinese?,"Don't go back to the longest face in the house, a little kid calls you a fool, do you also bark at the back of the other's ass",0,0,0,racism
Ethnic culture,23408,How to evaluate the suspension of a professor at the University of California for not giving good grades to Negro students?,"Don't say anything, let's change the name of the White House first!",0,0,0,Negro
Ethnic culture,19842,Is China serious about racism today?,Negro chaos and extreme poverty correspond to the serious social problems brought about by these Negro communities.,1,0,0,racism
Ethnic culture,22921,What do you think of the United States Negro man who insults wildly Chinese more than 20 minutes in a Shanghai shopping mall?,"Very good, to further expose the quality of certain goods, what quality, just this quality?",1,1,3,Negro
Ethnic culture,15120,"With Asian's low status in the United States, why are there so many fewer deaths from police than blacks?","It's not that the lower the slave's social status, the easier it is to die abnormally.",1,2,2,Asian discrimination
Ethnic culture,22783,"What do you think of United States Negro officers being stopped by two white police, beaten and sprayed with chili water?","As expected of an officer, he really is different from scum like Freddie.",0,0,0,Negro
Ethnic culture,20953,How do you view foreigners thinking of Chinese racism because Chinese white is beautiful?,China neither engaged in the slave trade nor had the apartheid law.,0,0,0,Complexion
Ethnic culture,15492,Should Asians support the BLM protests?,Again and again with Chinese to represent Asian.,1,2,2,Asian discrimination
Ethnic culture,16783,What happens if the BLM movement continues?,"Regardless of whether Negro is making trouble or not, the impact of this incident has already appeared. The most intuitive thing is the surge in the number of people infected by the epidemic in the United States.",1,2,2,BLM/Asian discrimination
Ethnic culture,20289,Is Chinese liking white skin a manifestation of insufficient national self-confidence (it is recommended to look at the problem elaboration before scolding)?,"Long before the so-called Caucasians came to China in modern times, from ancient times to the present, Chinese people have always admired white skin.",1,2,2,Complexion
Ethnic culture,23464,Is China serious about racism today?,"At least I have. Resolutely don't add them on WeChat, because my girlfriends and classmates have been harassed before, so I think Chinese girls like foreign boyfriends, so I can go to your MD.",1,2,3,Negro
Ethnic culture,21281,Why do so many people in China hate Koreans?,The main reason is that the Koreans deliberately belittle China to improve their self-confidence. The non-summit Chinese man said that China needs to wear diapers for the college entrance examination. It is ridiculous that this variety show is still p.,0,1,3,Korean
