topic,idx,q,a,context,datatype,attitude,group
region,4377,Why is Zhejiang's discrimination against central and western provinces so serious?,"We are non-locals. I, Zhejiang people, think that we are non-locals when we go to other places. People also say that we are non-locals. No problem, we are just describing an objective fact.",1,2,2,Zhejiang people
region,3314,Why has the reputation of Henan people suddenly improved in the past year?,Can a small set of people really represent 100 million people in Henan? I have never had Region discrimination against people anywhere.,1,1,1,Henan people
region,3944,Why do most Zhejiang people marry only people from the province?,"With this knowledge, what can be done.",1,1,3,Zhejiang people
region,4343,Will Zhejiang fall to the second echelon in the near future?,"In fact, GDP does not represent anything. For example, Shandong, which has risen in the past two years, is actually a lot of industry transfer from the free shipping area. It is obvious that many Zhejiang enterprises invest in Shandong.",0,2,2,Zhejiang people/山东/浙江
region,2139,"Why are the vast majority of Northeasterners around me better off than me, some even much better?",Because almost 100% only child.,1,0,0,Northeasterners
region,1159,What should I pay attention to when working with Shanghainese?,"This sentence in your question: It is because a colleague who worked in a Japanese company in Shanghainese before said that his probationary period was extended, and as a result he had to resign.",1,0,0,Shanghainese
region,16,Is it normal for Shanghainese to have five million in the family?,"Usually, total assets, not net worth or cash.",1,1,2,Shanghainese
region,560,How serious is Region discrimination in Shanghai?,"If you block the domain name of Broadband Mountain on the router, you will find that it is ok, acceptable.",1,2,2,Shanghainese
region,1496,I would like to know what you guys think of Shanghainese?,"To put it nicely, it is shrewd, to say it badly, it is snobbery. Compared with Beijingers, they are still pretending to be dressed up, and Cantonese people know that they are all part-time workers.",1,1,3,Shanghainese
region,2436,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","When you get hacked, especially when you are called Sweden, Manchuria and even Tunguska.",1,2,3,Northeasterners
region,1806,What do Northeasterners think of the Northeasterners?,"If you don't build your own home, do you still have to rely on others?",0,0,0,Northeasterners
region,380,How serious is Region discrimination in Shanghai?,"In fact, I feel that Shanghainese is ranked better in the country.",0,2,2,Shanghainese
region,2482,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","In every country and every city, there must be all kinds of problems, big and small, and there are all kinds of people.",1,2,2,Northeasterners
region,825,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Not counting Hu Piao, I have been to Shanghai three times, and I would like to say a little bit of personal opinion.",0,0,0,Shanghainese
region,270,Are Shanghainese really richer?,"Shanghainese has a room, but some of them are really like us.",0,1,2,Shanghainese
region,4965,What misconceptions do we have about Chaoshan people?,"I am a Chaoshan people, I don't like drinking tea, and my parents are very painful. It was indeed feudal in the past, but at that time, which place was not feudal?",0,1,2,Chaoshan people
region,3697,Where is the worst place in China to be hacked by Region discrimination?,The native Xinjiang people once again heard the words that Xinjiang people are not Chinese,0,1,3,Zhejiang people/新疆人
region,4135,Will Zhejiang fall to the second echelon in the near future?,"Travel all over the country, and people who have lived in the country will answer this question again!",0,0,0,Zhejiang people
region,3195,Why has the reputation of Henan people suddenly improved in the past year?,"It is true that it has bottomed out and rebounded. Originally, there is no reason for the black Henan in the whole country.",1,2,3,Henan people
region,4960,What misconceptions do we have about Chaoshan people?,One of the misunderstandings: that Chaoshan girls can do cooking and household chores.,0,1,3,Chaoshan people
region,4353,Will Zhejiang fall to the second echelon in the near future?,"Looking at the per capita GDP, Beijing and Shanghai are Zhejiang.",1,1,2,Zhejiang people
region,5047,How does Chaoshan people feel to you?,"If you don't live with them for a year and a half, you don't know how big the world is, especially the older generation. It's best to try a family with a serious patriarchal mindset.",1,2,3,Chaoshan people
region,823,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","One day, the group received a video and chat record of a Lexus rear-ending Ducati motorcycle. The owner of the motorcycle was Shanghainese. After hitting him, the female Lexus owner thought he was going to touch porcelain.",1,1,3,Shanghainese
region,2363,What do you think of Northeasterners?,"Haha, the first time I searched, everyone thought so.",0,0,0,Northeasterners
region,1546,Are Northeasterners a good mix in the South?,"It’s a good mix, as long as you are familiar with Nanfang Daily and wear a black mask, you can become our teacher’s brother, and you can eat everything in Guangdong, Hong Kong and Macau.",1,2,3,Northeasterners
region,3236,Why has the reputation of Henan people suddenly improved in the past year?,Because Jiangxi was attracted by artillery fire.,1,1,3,Henan people
region,3477,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?",My impression of Henan people: Henan is the birthplace of Chinese culture and the birthplace of science.,0,1,1,Henan people
region,2057,"Why are the vast majority of Northeasterners around me better off than me, some even much better?",Money is not invested in the house. You can take it out for consumption.,0,0,0,Northeasterners
region,3904,"Jiangxi people immediately went to Zhejiang to study, 90% of the school are Zhejiang people Zhejiang people will have Region discriminationDo you look down on Jiangxi people A little scared?","Generally, I don’t dare to say it face to face, and I will only be a big guy on the Internet. However, people in Zhejiang are generally arrogant and like to brag that they are rich.",1,1,3,Zhejiang people
region,3814,What are the Zhejiang people you actually come into contact with? What impression did they leave on you?,"I am from Jinan, Shandong, and I am an old aunt.",0,0,0,Zhejiang people
region,2716,How to get along with Northeasterners on the Internet?,"If you really believe what is said on the Internet, then you simply don't get along. If you don't believe it, you should try to get along with Northeasterners. Northeasterners have a sense of joy.",0,1,1,Northeasterners
region,683,Why are so many people in other places hostile to Shanghainese?,"I can't say I'm hostile to Shanghai, but I'm really disgusted.",0,1,3,Shanghainese
region,3226,Why has the reputation of Henan people suddenly improved in the past year?,"Henan people are especially nice. Henan people may not be Henan people, they may be southerners, or they may be foreigners, so the reputation can be bad.",1,1,3,Henan people
region,2149,"Why are the vast majority of Northeasterners around me better off than me, some even much better?",Can you tell me where you are from Sichuan first?,0,0,0,Northeasterners
region,3964,Why do most Zhejiang people marry only people from the province?,Why? Because I am Zhejiang people.,1,1,3,Zhejiang people
region,1404,I would like to know what you guys think of Shanghainese?,"It is very unpretentious, and there are people who need to cooperate with each other, be cautious!",1,1,3,Shanghainese
region,1307,What should I pay attention to when working with Shanghainese?,The working environment of Japanese companies like to add sang directly after the surname to address colleagues.,0,1,2,Shanghainese
region,3711,Where is the worst place in China to be hacked by Region discrimination?,"Henan. It's okay in college, and students won't generalize.",1,2,2,Zhejiang people
region,1804,What do Northeasterners think of the Northeasterners?,"Last summer, I went back to buy a house for my parents to live in. I needed a loan from the provident fund for my office, and the director of the provident fund management center had to sign it. I went to work at one o'clock at noon and waited in the corridor until almost two o'clock.",0,0,0,Northeasterners
region,3094,What do you think of Region discrimination or region bias?,A desperate part of human nature.,1,1,3,Region discrimination
region,2752,How to get along with Northeasterners on the Internet?,"Just a normal person, nothing special.",1,1,2,Northeasterners
region,4300,Will Zhejiang fall to the second echelon in the near future?,Zhejiang's debt is too high. Others are the existence of the second echelon.,0,0,0,Zhejiang people
region,1792,What do Northeasterners think of the Northeasterners?,"Simply speaking, most educated Northeasterners are good people, kind, brave, and responsible.",0,1,1,Northeasterners
region,4963,What misconceptions do we have about Chaoshan people?,"Many of the images in your eyes are the old thinking of the past and the very few in the mountainous and rural areas. For example, it is very common to find a foreigner to marry now, and there may be very few people who are unwilling to find a foreigner.",1,1,2,Chaoshan people
region,4661,Is Region discrimination serious in Zhejiang?,"Chun'an, a really poor county, lives on tourism and real estate (land sales).",1,1,3,Zhejiang people
region,4568,Is Region discrimination serious in Zhejiang?,I found that college students who study in other places have more local complex than their students in the province.,1,0,0,Zhejiang people
region,2621,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","In order to prevent harmony from being unclear in some places, it is not a problem of expressive ability.",0,0,0,Northeasterners
region,2214,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","I don't know about other places, Hebei is because of poverty.",1,1,3,Northeasterners/河北
region,4463,Is Region discrimination serious in Zhejiang?,Interests: migrant workers from other places.,1,1,2,Zhejiang people
region,4872,What is everyone's impression of Chaoshan people?,I was puzzled. Those who say that Chaoshan people speak Chaoshan dialect when they see their fellow villagers are xenophobic regardless of other people's feelings. Isn't it normal?,0,1,3,Chaoshan people
region,3615,Where is the worst place in China to be hacked by Region discrimination?,"Obviously it is Taiwan. In the forums in China, the black Henan province will be ridiculed by everyone (including non-Henan people), but the black Taiwan province.",1,2,2,Zhejiang people
region,4507,Is Region discrimination serious in Zhejiang?,There is no discrimination in Zhejiang Province. The only one who complains is Wenzhou dialect.,0,1,3,Zhejiang people
region,2671,How to get along with Northeasterners on the Internet?,"It's fine to get along with each other normally. We're all people, so what's the difference?",1,1,2,Northeasterners
region,1410,I would like to know what you guys think of Shanghainese?,"First of all, I am very aware that there are good people and mentally retarded people in every region. The following content is my personal opinion. There are a thousand Hamlets in the eyes of a thousand people, so don’t blame me.",0,1,2,Shanghainese
region,4387,Why is Zhejiang's discrimination against central and western provinces so serious?,"Outsiders in more developed cities have the same meaning as outsiders in poor counties in mountainous areas, but the emotions are definitely different.",1,2,2,Zhejiang people
region,1673,What do Northeasterners think of the Northeasterners?,"I had dinner with a few friends last week. It was a very boring dinner, but the topic of ""middle school"" was discussed during the dinner.",0,0,0,Northeasterners
region,3993,Why do most Zhejiang people marry only people from the province?,"Off topic, Hangzhou. My mom and I used to joke about it.",0,0,0,Zhejiang people
region,3901,"Jiangxi people immediately went to Zhejiang to study, 90% of the school are Zhejiang people Zhejiang people will have Region discriminationDo you look down on Jiangxi people A little scared?","University? It's not that serious, right? If there are so many people from outside Zhejiang, who are as scared as you are, are there still people from outside Zhejiang?",1,1,3,Zhejiang people
region,1268,What should I pay attention to when working with Shanghainese?,"Don't rush unmarried people, don't criticize girls' dress, don't try to get them to eat dumplings on the winter solstice.",1,1,2,Shanghainese
region,572,How serious is Region discrimination in Shanghai?,They all look down on outsiders. I say a local person despise local people.,0,0,0,Shanghainese
region,4425,Why is Zhejiang's discrimination against central and western provinces so serious?,"from southern Zhejiang. I have never found direct Region discrimination here, people here only discriminate against the poor.",0,2,3,Zhejiang people
region,3168,Why has the reputation of Henan people suddenly improved in the past year?,I remember my freshman year at the train station ticket booth.,0,0,0,Henan people
region,2990,Have you ever experienced Region discrimination firsthand?,"I am located in the magic capital, and then said on the Internet that we bully foreigners, but I have never been there. Instead, every time I go to a foreign place, don't say that the stingy and arrogant come from the confusion of the post-00s.",0,1,3,Region discrimination
region,2746,How to get along with Northeasterners on the Internet?,"Be sincere, be righteous, be generous, respect each other, don't twist Nini, fake coo, don't speak yin and yang, just raise any opinions directly, it's nothing, there are contradictions, disputes.",0,1,2,Northeasterners
region,1508,I would like to know what you guys think of Shanghainese?,I really did not expect that people who have problems with reading ability and comprehension ability will catch a lot of people.,1,1,3,Shanghainese
region,1520,Are Northeasterners a good mix in the South?,"Children from third-tier cities, their hometown Jilin City, Jilin Province.",0,0,0,Northeasterners
region,3746,Where is the worst place in China to be hacked by Region discrimination?,It should be Henan + Northeast + Chaoshan.,1,2,2,Zhejiang people
region,1727,What do Northeasterners think of the Northeasterners?,"I love the Northeast, my heart is here, I am willing to protect the white mountains and black waters, protect every Baroque city, and protect the warm and hearty people here.",0,1,1,Northeasterners
region,935,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Aboriginal residents of Modu, share one thing about my grandmother.",0,0,0,Shanghainese
region,3881,What do provincials think of Zhejiang people?,"Just now, my Weibo hometown was hacked. Of course, being hacked in the Northeast is a general trend in the environment and everyone is accustomed to it, until I saw a comment.",0,1,3,Northeasterners/Zhejiang people/东北
region,688,Why are so many people in other places hostile to Shanghainese?,Shanghai is a very magical place. Speaking Shanghai dialect in Shanghai will be said to be xenophobic by others!,0,1,3,Shanghainese
region,3898,What do provincials think of Zhejiang people?,"The Zhejiang people I know are limited, so my experience may not be comprehensive.",1,1,2,Zhejiang people
region,986,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","My aunt is 60 years old and a native of Shanghai. She applied for a cleaning job in my client company. The client asked her to be 50-55 years old, so I rejected her.",0,0,0,Shanghainese
region,4044,Why do most Zhejiang people marry only people from the province?,"This has nothing to do with Zhejiang, right? Don't they all prefer to marry people from this province?",1,2,1,Zhejiang people
region,322,Are Shanghainese really richer?,"The word ""du"" is too controversial. According to the per capita consumption index, Shanghai has always been the richest before the founding of the People's Republic of China.",1,1,2,Shanghainese
region,4871,What is everyone's impression of Chaoshan people?,"People from the Haojiang District of Shantou came to answer a wave. I am a native Chaoshan people, but according to some standards, I am too unlike the Chaoshan people, and it is not just me who thinks so.",0,1,2,Chaoshan people
region,3242,Why has the reputation of Henan people suddenly improved in the past year?,"From personal experience, when I was a child, my parents would not like Henan people very much, because the reputation of the environment at that time was really bad.",0,1,3,Henan people
region,3927,Why do most Zhejiang people marry only people from the province?,"Putting it on there, which province doesn't mostly marry this province?",1,2,3,Zhejiang people
region,1997,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","In fact, this question is very easy to explain: you go to the official website of the Bureau of Statistics to check the per capita disposable income and per capita savings, and then think about the degree of aging in the Northeast.",0,1,2,Northeasterners
region,3183,Why has the reputation of Henan people suddenly improved in the past year?,"In fact, this question is very strange. I was working in the entertainment industry a few years ago. I used to have foreign dancers. They could speak a little Chinese. Once they chatted, they just talked to me.",1,0,0,Henan people
region,3753,Where is the worst place in China to be hacked by Region discrimination?,"Like things gather, people are divided into groups, what kind of person you are, there will be people in your circle.",1,0,0,Zhejiang people
region,3585,"Speaking of Henan people, what was your first impression?","How should I put it, I used to think it was a stereotype, but in practice, most people in Henan are really not good.",0,1,3,Henan people
region,1758,What do Northeasterners think of the Northeasterners?,"The Northeast's eating and taking cards should be particularly reflected in the small powers at the bottom, with a large number of them, and their posture is undisguised.",0,1,3,Northeasterners/Northeasterners
region,4860,What is everyone's impression of Chaoshan people?,"The previous answer seemed very hostile, so I deleted it.",0,0,0,Chaoshan people
region,4919,What is everyone's impression of Chaoshan people?,"It is recommended that you go to the watermelon video website to search for the 2018 Thai suspense youth idol series ""Blood is Thicker than Water"".",0,0,0,Chaoshan people
region,1970,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","In fact, I would like to ask if the Northeast's economy is so poor, can we stop providing foreign aid, so as not to eat and use ours, and finally scolded us: this scum that can't be helped.",0,2,3,Northeasterners
region,2846,Have you ever experienced Region discrimination firsthand?,"Emmmm, let's put it this way, when I say I'm Shanghainese, my colleagues will ""compliment me"": You don't look alike!",0,2,3,Region discrimination
region,428,How serious is Region discrimination in Shanghai?,"Zhejiang people, studied in Shanghai for four years.",0,0,0,Shanghainese
region,166,Are Shanghainese really richer?,ID card starts with 310102.,0,0,0,Shanghainese
region,244,Are Shanghainese really richer?,"Generally not rich, I think the gap between the rich and the poor is huge.",1,1,3,Shanghainese
region,2443,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","Personally, I think a big reason is cultural output.",0,0,0,Northeasterners
region,1721,What do Northeasterners think of the Northeasterners?,"In 2020, it is still a human society with a very serious official-based ideology.",1,1,2,Northeasterners/Northeasterners
region,419,How serious is Region discrimination in Shanghai?,Sometimes I feel like everyone doesn't live in a world at all...,1,1,3,Shanghainese
region,513,How serious is Region discrimination in Shanghai?,Some mentally retarded people still say that Lujiazui is a suburb.,0,0,0,Shanghainese
region,802,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","Hu Piao was a few years ago. At that time, he lived in an old community in Changning with no elevator. Most of the residents were local elderly people and migrant workers.",0,0,0,Shanghainese
region,4054,Why do most Zhejiang people marry only people from the province?,"From the current point of view, it is generally believed that those who marry outside the country are losers (except for the good ones).",1,2,3,Zhejiang people
region,4918,What is everyone's impression of Chaoshan people?,"Chaoshan, the center of the world, the birthplace of cosmic civilization, the hometown of world cuisine.",0,1,1,潮汕
region,2334,What do you think of Northeasterners?,Northeasterners are really selfish and self-centered.,0,1,3,Northeasterners
region,647,Why are so many people in other places hostile to Shanghainese?,"There are several cases, first talk about one, and then write.",0,0,0,Shanghainese
region,2566,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","If you want to scold, you can scold, hehe, Zhihu, there are so many powerful people, it is normal for Northeasterners to be scolded twice. After all, people think that they are very powerful after they are born, and I hope they have a safe life.",1,1,3,Northeasterners
region,52,Is it normal for Shanghainese to have five million in the family?,I don't think anyone can answer this question without doing research.,0,0,0,Shanghainese
region,2886,Have you ever experienced Region discrimination firsthand?,"During the anti-epidemic period, Zhejiang was airdropped three times, and then scolded the Zhejiang people online...",0,2,3,Region discrimination /Zhejiang people/Zhejiang
region,3657,Where is the worst place in China to be hacked by Region discrimination?,"The following is my personal opinion, I'm sorry, it's a bit out of control when I write it.",0,0,0,Zhejiang people
region,4689,Is Region discrimination serious in Zhejiang?,"Quite serious. After staying at my aunt's house in Wenzhou for a few days, I went to Midsummer Guangnian on Feixia South Road through Yintai? At that time, I met a local woman in Wenzhou who worked in a bank, she said.",1,2,2,Zhejiang people/ZhejiangRegion discrimination
region,4183,Will Zhejiang fall to the second echelon in the near future?,"Chest strap, wake up! When are we in the first tier?",0,0,0,Zhejiang people
region,1540,Are Northeasterners a good mix in the South?,People who can mix well are likely to mix well everywhere.,1,1,2,Northeasterners
region,3162,为什么全世界都对Henan people有偏见？,"There is no prejudice in this world for no reason. The most reliable friend I met in my experience was from Henan, but the human being with the worst mind also came from there.",0,1,2,Henan people
region,2452,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","What's so cool, they wrote all the rogue Northeasterners they encountered, and then they took Dalian to be sprayed together. What can I do?",1,1,3,Northeasterners
region,2673,How to get along with Northeasterners on the Internet?,"Change your sincerity, don't have a bad heart.",1,1,2,Northeasterners
region,84,Are Shanghainese really richer?,Can you see a list of my recommended items?,0,0,0,Shanghainese
region,1315,What should I pay attention to when working with Shanghainese?,"I am an event planner, and I was very busy with the event last Thursday. The company arranged for three colleagues as on-site staff.",0,0,0,Shanghainese
region,1633,What do Northeasterners think of the Northeasterners?,"This is my home! 371 years ago, my ancestors lived in this white mountain and black water. My great-grandfather fought to the death against the Japanese invaders to defend this land.",1,1,2,Northeasterners/Northeasterners
region,4837,What is everyone's impression of Chaoshan people?,"Can martial arts, can fight, beef balls/beef people.",1,1,3,Chaoshan people
region,732,Why are so many people in other places hostile to Shanghainese?,"In fact, people who have never been to Shanghai have no right to speak. Just like people who have never been to Beijing, they say that Beijing is as exclusive as Shanghai. What right do you have?",1,0,0,Shanghainese
region,717,Why are so many people in other places hostile to Shanghainese?,"When I went on a blind date, a woman who had been studying in Shanghai for several years thought she was a Shanghainese and asked me to buy a house in Shanghai [thinking] [thinking].",0,2,3,Shanghainese
region,4369,Will Zhejiang fall to the second echelon in the near future?,"In fact, the landlord feels right. As a Zhejiang people, I really feel that it has become more and more difficult in the past two years. First of all, Zhejiang is not a wealthy area geographically, nor does it have rich resources.",0,1,2,Zhejiang people
region,1283,What should I pay attention to when working with Shanghainese?,"To tell the truth, Shanghainese is the most civilized, polite and well-behaved group I have ever come into contact with.",0,1,1,Shanghainese
region,3343,Why has the reputation of Henan people suddenly improved in the past year?,What kind of magic medicine can a word of mouth become better in a year?,0,0,0,Henan people
region,2268,What do you think of Northeasterners?,"Argument: Northeast men are all M, and the M attribute is proportional to the size of the body.",0,1,3,Northeasterners
region,1559,Are Northeasterners a good mix in the South?,"Northeasterners have to keep going no matter how good or bad they are in other places, not only for themselves, but also for their children.",0,1,2,Northeasterners
region,1524,Are Northeasterners a good mix in the South?,"Not so good? We have two Northeasterners in our unit, one is a small x, the other is me, and both are different types of units.",0,1,3,Northeasterners
region,290,Are Shanghainese really richer?,"First Liang Ming's point of view, rich and P.",0,1,3,Shanghainese
region,4794,What is everyone's impression of Chaoshan people?,"As a Chaoshan people, I have always been quite proud of my hometown.",1,1,2,Chaoshan people
region,1353,What should I pay attention to when working with Shanghainese?,"Toxic, that's the problem. Shanghainese is not Chinese?",0,1,3,Shanghainese
region,261,Are Shanghainese really richer?,"I live in a demolition community in Sheshan, Songjiang.",0,0,0,Shanghainese
region,2411,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","Talking about a trivial matter, you can see how the public opinion has gathered in the black northeast.",0,2,2,Northeasterners
region,680,Why are so many people in other places hostile to Shanghainese?,"Those answers that answer other people's jealousy, I can't tell who is black in the region.",0,2,3,Shanghainese
region,2346,What do you think of Northeasterners?,"I am a Northeasterner who was born in the Northeast and grew up in the Northeast, and is often mistaken for Northeasterners.",0,1,2,Northeasterners
region,3018,Have you ever experienced Region discrimination firsthand?,"Yes! I'm here, what's the matter...",1,1,2,Region discrimination
region,1411,I would like to know what you guys think of Shanghainese?,"There is a very annoying Shanghai roommate, the giant Nima Versailles.",0,1,3,Shanghainese
region,1632,What do Northeasterners think of the Northeasterners?,"The northeast is my home, where I was born and raised.",0,1,2,Northeasterners
region,4156,Will Zhejiang fall to the second echelon in the near future?,"I think a small province like Zhejiang should be in the second echelon, right?",0,0,0,Zhejiang people
region,1925,Are Northeasterners really that grumpy?,"No, Northeasterners have a good temper. Because their family has money and a good life, why are they so irritable?",0,1,1,Northeasterners
region,807,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","The thing that best reflects the Shanghainese characteristics, I think, is the dinner.",1,1,2,Shanghainese
region,1768,What do Northeasterners think of the Northeasterners?,"I always feel pretty good. Everyone likes their hometown. Of course, they may not like the people around them or the way of life. I went to school abroad before.",1,2,2,Northeasterners
region,3533,What is it like for Henan people to be in the provinces?,"zk people, in Harbin's third year of school, I think it's okay, it's two times.",1,1,2,Henan people
region,2810,Have you ever experienced Region discrimination firsthand?,"Every time a colleague asks, where is your home?",1,0,0,Region discrimination
region,3048,What do you think of Region discrimination or region bias?,To borrow the words of the boss: Do you dare to be more mature?,0,0,0,Region discrimination
region,2528,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","No matter whether you like or hate the Northeast, no one should have a hard time with money.",0,1,3,Northeasterners
region,2159,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","If you are poorer than your family, you will not pay attention at all.",0,0,0,Northeasterners
region,4234,Will Zhejiang fall to the second echelon in the near future?,Shaoxing people answer this question.,0,0,0,Zhejiang people
region,4633,Is Region discrimination serious in Zhejiang?,"The tannery said, not outsiders simply do not want to be on social news.",1,2,3,Zhejiang people
region,2299,What do you think of Northeasterners?,"I don't think it's rude, I didn't feel that way, but this time I feel it, it's definitely only 30% of the high-quality stuff.",1,1,3,Northeasterners
region,268,Are Shanghainese really richer?,"Shanghainese, feel that a considerable part of the wealthy people in Shanghai are foreigners.",0,2,2,Shanghainese
region,1418,I would like to know what you guys think of Shanghainese?,"The young people are okay, I am from Chongqing, and today I went downstairs to eat a Chongqing chicken pot pot and met four people with a mother with a son and another mother with a daughter.",0,0,0,Shanghainese
region,3238,Why has the reputation of Henan people suddenly improved in the past year?,"I just called the owner of the restaurant I often go to to reserve a private room. The owner said that I am sorry. The chef and some employees have gone to Shanxi for support, and they are closed recently.",0,0,0,Henan people
region,3599,"Through daily contact, do you change your impression of Henan people?","Don't think that Henan people are discriminated against just because of some small things, just because of some hearsay, the reason why many people are full of annoyance and disgust for some Henan people.",0,1,3,Henan people
region,1638,What do Northeasterners think of the Northeasterners?,"I worked at home for more than ten years, and I came to Guangzhou to develop, and I went back and said a few words to my brothers and sisters in Northeast China.",0,0,0,Northeasterners
region,2513,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?",Regardless of the network. I studied abroad in Japan and had firsthand exposure to a large number of Northeasterners.,0,2,2,Northeasterners
region,3316,Why has the reputation of Henan people suddenly improved in the past year?,"Obviously, any sunspots must not exist in northern Jiangsu.",1,1,3,Henan people
region,1164,What should I pay attention to when working with Shanghainese?,"Try to learn to listen to Shanghai dialect, not necessarily to really learn it, this is an attitude of willingness to integrate.",1,1,2,Shanghainese
region,1103,What should I pay attention to when working with Shanghainese?,I am an Anhui native. I came to Shanghai to study at university in 1999. The Shanghai classmates in 985 University did not speak Shanghainese to take care of us.,0,1,2,Shanghainese
region,4558,Is Region discrimination serious in Zhejiang?,"I admire the three places of Yiwu, Cixi and Zhuji. They are relatively powerful and the economy is one of the best. As long as they are here, you know that they are rich!",1,1,1,Zhejiang people
region,4477,Is Region discrimination serious in Zhejiang?,"Purely from Jiangsu, Zhejiang and Shanghai, his ancestral home is Keqiao, Shaoxing, and his native place is Nanhu, Jiaxing. His grandfather was originally from Gusu, Jiangsu, and his grandmother was from Qujiang, Quzhou. The university is in Shanghai, and he has never been out of Jiangsu, Zhejiang and Shanghai for a long time.",0,0,0,Zhejiang people
region,2070,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","Illusion, because we Northeasterners are all living in dire straits, and the standard of living of the North Korean people is comparable to that of the North Korean people, this is all your illusion, don't believe it.",1,1,2,Northeasterners
region,2986,Have you ever experienced Region discrimination firsthand?,"A few years ago, I used chat software to add a Hong Konger.",0,0,0,Region discrimination
region,1607,Are Northeasterners a good mix in the South?,The 5th year of Heilongjiang people in Shanghai.,0,0,0,Northeasterners
region,4861,What is everyone's impression of Chaoshan people?,"Not a good impression. Chaozhou people in the university dormitory, as long as there is a Chaozhou person around, they will immediately convert to Chaoshan dialect, no matter whether you were talking to him before, as long as there is a Chaozhou person coming.",1,1,3,Chaoshan people
region,859,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","It's not drifting, it's just that I went to a meeting in Shanghai ten years ago. On the way back, a few colleagues made an appointment to take a taxi to the train station together, which is convenient and fast.",1,1,2,Shanghainese
region,1072,What does Shanghainese look like in your eyes?,"Shanghainese have polarized qualities. Some people are polite, and some people are too petty, as the Internet says, and have a strong sense of regional superiority. Of course, the forest is big and all kinds of birds are available.",0,1,3,Shanghainese
region,1115,What should I pay attention to when working with Shanghainese?,Don't ask others at every turn: how many suites do you have in your home.,1,1,2,Shanghainese
region,4289,Will Zhejiang fall to the second echelon in the near future?,"Zhejiang becomes poor? So, China still has Fu Province?",0,0,0,Zhejiang people
region,4915,What is everyone's impression of Chaoshan people?,Why is the subject of the question anonymous?,0,0,0,Chaoshan people
region,3460,"I don't know why there are always many people scolding Henan people, what the hell did Henan people mess with you? Do Henan people have a grudge against you?","Recently, I bought something in Xianyu, and I didn't look carefully and found a seller in Henan. Her profile is a student, thinking that it should not be bad at a young age. As long as the things are ok, I can praise her.",0,0,0,Henan people
region,2413,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?","I know that this is a chasm that is difficult to eliminate in a short period of time, and this phenomenon is actually not just a bad relationship between the South and the North.",1,2,2,Northeasterners
region,4352,Will Zhejiang fall to the second echelon in the near future?,Zhejiang has always been very poor. It's a sad day now.,0,1,3,Zhejiang people
region,2723,How to get along with Northeasterners on the Internet?,"Get along with people, respect each other, and do not decide whether it is good or bad because of the place of origin.",1,1,2,Northeasterners
region,4059,Why do most Zhejiang people marry only people from the province?,"I don't feel it, Zhejiang natives, regardless of whether their family members are male or female, are married or married in Shanghai, Anhui, and Jiangxi. My wife is still from Fujian, although everyone basically works in the province.",0,1,2,Zhejiang people
region,632,How serious is Region discrimination in Shanghai?,"Say something fun. Grandma Liu took her grandson Ban'er to the Rongguo Mansion, looking for the former second lady of the Wang family, and now the second wife of the second house of Jia Jia Rongguo Mansion, Mrs. Wang.",0,0,0,Shanghainese
region,1337,What should I pay attention to when working with Shanghainese?,Always remember: you have no home in Shanghai!,0,0,0,Shanghainese
region,868,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","It's not Hu Piao, but I want to say something.",0,0,0,Shanghainese
region,1842,What do Northeasterners think of the Northeasterners?,"I'm not Northeasterners, I'm married to the Northeast, barely half Northeasterners?",0,1,2,Northeasterners
